state,county,total_votes,percent
Pennsylvania,Butler County,113305,100
Pennsylvania,Cambria County,70574,100
Pennsylvania,Cameron County,2434,100
Pennsylvania,Carbon County,33629,100
Pennsylvania,Centre County,77493,100
Pennsylvania,Chester County,315753,100
Pennsylvania,Clarion County,19493,100
Pennsylvania,Clearfield County,39496,100
Pennsylvania,Clinton County,17625,100
Pennsylvania,Columbia County,31171,100
Pennsylvania,Crawford County,42004,100
Pennsylvania,Cumberland County,141595,100
Pennsylvania,Dauphin County,147368,100
Pennsylvania,Delaware County,329006,100
Pennsylvania,Elk County,16906,100
Pennsylvania,Erie County,137083,100
Pennsylvania,Fayette County,62139,100
Pennsylvania,Forest County,2646,100
Pennsylvania,Franklin County,80783,100
Pennsylvania,Fulton County,7977,100
Pennsylvania,Greene County,17669,100
Pennsylvania,Huntingdon County,22792,100
Pennsylvania,Indiana County,41198,100
Pennsylvania,Jefferson County,22824,100
Pennsylvania,Juniata County,12043,100
Pennsylvania,Lackawanna County,115410,100
Pennsylvania,Lancaster County,281375,100
Pennsylvania,Lawrence County,46076,100
Pennsylvania,Lebanon County,71858,100
Pennsylvania,Lehigh County,184713,100
Pennsylvania,Luzerne County,153321,100
Pennsylvania,Lycoming County,59254,100
Pennsylvania,McKean County,19466,100
Pennsylvania,Mercer County,57954,100
Pennsylvania,Mifflin County,21502,100
Pennsylvania,Monroe County,83829,100
Pennsylvania,Montgomery County,510157,100
Pennsylvania,Montour County,9817,100
Pennsylvania,Northampton County,171399,100
Pennsylvania,Northumberland County,42283,100
Pennsylvania,Perry County,24652,100
Pennsylvania,Philadelphia County,741377,100
Pennsylvania,Pike County,32554,100
Pennsylvania,Potter County,9064,100
Pennsylvania,Schuylkill County,70603,100
Pennsylvania,Snyder County,19140,100
Pennsylvania,Somerset County,40543,100
Pennsylvania,Sullivan County,3595,100
Pennsylvania,Susquehanna County,21752,100
Pennsylvania,Tioga County,21075,100
Pennsylvania,Union County,20115,100
Pennsylvania,Venango County,26528,100
Pennsylvania,Warren County,20650,100
Pennsylvania,Washington County,118478,100
Pennsylvania,Wayne County,28089,100
Pennsylvania,Westmoreland County,205183,100
Pennsylvania,Wyoming County,14858,100
Pennsylvania,York County,238471,100
Rhode Island,East Providence,23021,100
Rhode Island,Exeter,4059,100
Rhode Island,Foster,2856,100
Rhode Island,Glocester,6075,100
Rhode Island,Hopkinton,4822,100
Rhode Island,Jamestown,4065,100
Rhode Island,Johnston,15205,100
Rhode Island,Lincoln,12600,100
Rhode Island,Little Compton,2517,100
Rhode Island,Middletown,8564,100
Rhode Island,Barrington,10754,100
Rhode Island,Narragansett,8968,100
Rhode Island,Newport,10651,100
Rhode Island,New Shoreham,948,100
Rhode Island,North Kingstown,17453,100
Rhode Island,North Providence,16785,100
Rhode Island,North Smithfield,7172,100
Rhode Island,Pawtucket,25667,100
Rhode Island,Portsmouth,10844,100
Rhode Island,Providence,56853,100
Rhode Island,Richmond,4787,100
Rhode Island,Bristol,11597,100
Rhode Island,Scituate,6645,100
Rhode Island,Smithfield,11472,100
Rhode Island,South Kingstown,16567,100
Rhode Island,Tiverton,9346,95
Rhode Island,Warren,5888,100
Rhode Island,Warwick,46170,100
Rhode Island,Westerly,12790,100
Rhode Island,West Greenwich,3987,100
Rhode Island,West Warwick,13928,100
Rhode Island,Woonsocket,13791,100
Rhode Island,Burrillville,8501,100
Rhode Island,Central Falls,4256,100
Rhode Island,Charlestown,5193,100
Rhode Island,Coventry,19915,100
Rhode Island,Cranston,40851,100
Rhode Island,Cumberland,19576,100
Rhode Island,East Greenwich,8574,100
South Carolina,Abbeville County,12439,100
South Carolina,Aiken County,85185,100
South Carolina,Allendale County,3625,100
South Carolina,Anderson County,96093,100
South Carolina,Bamberg County,6482,100
South Carolina,Barnwell County,10321,100
South Carolina,Beaufort County,97915,100
South Carolina,Berkeley County,104458,100
South Carolina,Calhoun County,8299,100
South Carolina,Charleston County,219114,100
South Carolina,Cherokee County,25270,100
South Carolina,Chester County,15757,100
South Carolina,Chesterfield County,18876,100
South Carolina,Clarendon County,16733,100
South Carolina,Colleton County,19283,100
South Carolina,Darlington County,32417,100
South Carolina,Dillon County,13101,100
South Carolina,Dorchester County,77278,100
South Carolina,Edgefield County,13309,100
South Carolina,Fairfield County,12136,100
South Carolina,Florence County,64615,100
South Carolina,Georgetown County,36702,100
South Carolina,Greenville County,258155,100
South Carolina,Greenwood County,32006,100
South Carolina,Hampton County,9305,100
South Carolina,Horry County,179744,100
South Carolina,Jasper County,14411,100
South Carolina,Kershaw County,33629,100
South Carolina,Lancaster County,49868,100
South Carolina,Laurens County,30488,100
South Carolina,Lee County,8435,100
South Carolina,Lexington County,144568,100
South Carolina,McCormick County,5720,100
South Carolina,Marion County,14717,100
South Carolina,Marlboro County,11448,100
South Carolina,Newberry County,18631,100
South Carolina,Oconee County,40668,100
South Carolina,Orangeburg County,41240,100
South Carolina,Pickens County,57546,100
South Carolina,Richland County,194045,100
South Carolina,Saluda County,9279,100
South Carolina,Spartanburg County,148655,100
South Carolina,Sumter County,48920,100
South Carolina,Union County,13257,100
South Carolina,Williamsburg County,16009,100
South Carolina,York County,144050,100
South Dakota,Aurora County,1405,100
South Dakota,Beadle County,7090,100
South Dakota,Bennett County,1183,100
South Dakota,Bon Homme County,3001,100
South Dakota,Brookings County,14567,100
South Dakota,Brown County,17547,100
South Dakota,Brule County,2491,100
South Dakota,Buffalo County,549,100
South Dakota,Butte County,4802,100
South Dakota,Campbell County,873,100
South Dakota,Charles Mix County,3801,100
South Dakota,Clark County,1850,100
South Dakota,Clay County,5698,100
South Dakota,Codington County,13161,100
South Dakota,Corson County,1283,100
South Dakota,Custer County,5494,100
South Dakota,Davison County,8454,100
South Dakota,Day County,2964,100
South Dakota,Deuel County,2350,100
South Dakota,Dewey County,1966,100
South Dakota,Douglas County,1707,100
South Dakota,Edmunds County,1987,100
South Dakota,Fall River County,4042,100
South Dakota,Faulk County,1188,100
South Dakota,Grant County,3749,100
South Dakota,Gregory County,2258,100
South Dakota,Haakon County,1138,100
South Dakota,Hamlin County,3083,100
South Dakota,Hand County,1858,100
South Dakota,Hanson County,2388,100
South Dakota,Harding County,813,100
South Dakota,Hughes County,8763,100
South Dakota,Hutchinson County,3767,100
South Dakota,Hyde County,711,100
South Dakota,Jackson County,1115,100
South Dakota,Jerauld County,1006,100
South Dakota,Jones County,599,100
South Dakota,Kingsbury County,2779,100
South Dakota,Lake County,5885,100
South Dakota,Lawrence County,13828,100
South Dakota,Lincoln County,32396,100
South Dakota,Lyman County,1599,100
South Dakota,McCook County,2907,100
South Dakota,McPherson County,1324,100
South Dakota,Marshall County,2187,100
South Dakota,Meade County,13670,100
South Dakota,Mellette County,771,100
South Dakota,Miner County,1146,100
South Dakota,Minnehaha County,92326,100
South Dakota,Moody County,3220,100
South Dakota,Oglala Lakota County,3201,100
South Dakota,Pennington County,57518,100
South Dakota,Perkins County,1669,100
South Dakota,Potter County,1384,100
South Dakota,Roberts County,4307,100
South Dakota,Sanborn County,1185,100
South Dakota,Spink County,3164,100
South Dakota,Stanley County,1652,100
South Dakota,Sully County,930,100
South Dakota,Todd County,2539,100
South Dakota,Tripp County,2696,100
South Dakota,Turner County,4548,100
South Dakota,Union County,8855,100
South Dakota,Walworth County,2580,100
South Dakota,Yankton County,10900,100
South Dakota,Ziebach County,908,100
Tennessee,Anderson County,35570,100
Tennessee,Bedford County,19088,100
Tennessee,Benton County,7260,100
Tennessee,Bledsoe County,5758,100
Tennessee,Blount County,66609,100
Tennessee,Bradley County,45865,100
Tennessee,Campbell County,14933,100
Tennessee,Cannon County,6557,100
Tennessee,Carroll County,11905,100
Tennessee,Carter County,24492,100
Tennessee,Cheatham County,20260,100
Tennessee,Chester County,7584,100
Tennessee,Claiborne County,12945,100
Tennessee,Clay County,3506,100
Tennessee,Cocke County,14859,100
Tennessee,Coffee County,24282,100
Tennessee,Crockett County,6114,100
Tennessee,Cumberland County,32279,100
Tennessee,Davidson County,309658,100
Tennessee,Decatur County,5241,100
Tennessee,DeKalb County,8513,100
Tennessee,Dickson County,24323,100
Tennessee,Dyer County,15079,100
Tennessee,Fayette County,22984,100
Tennessee,Fentress County,8729,100
Tennessee,Franklin County,19132,100
Tennessee,Gibson County,22335,100
Tennessee,Giles County,13203,100
Tennessee,Grainger County,10134,100
Tennessee,Greene County,28087,100
Tennessee,Grundy County,5855,100
Tennessee,Hamblen County,24631,100
Tennessee,Hamilton County,171113,100
Tennessee,Hancock County,2744,100
Tennessee,Hardeman County,10063,100
Tennessee,Hardin County,11538,100
Tennessee,Hawkins County,24824,100
Tennessee,Haywood County,7439,100
Tennessee,Henderson County,12020,100
Tennessee,Henry County,15047,100
Tennessee,Hickman County,9832,100
Tennessee,Houston County,3686,100
Tennessee,Humphreys County,8236,100
Tennessee,Jackson County,5323,100
Tennessee,Jefferson County,22616,95
Tennessee,Johnson County,7801,100
Tennessee,Knox County,220556,100
Tennessee,Lake County,2034,100
Tennessee,Lauderdale County,8965,100
Tennessee,Lawrence County,18718,100
Tennessee,Lewis County,5609,100
Tennessee,Lincoln County,15608,100
Tennessee,Loudon County,29347,100
Tennessee,McMinn County,22844,100
Tennessee,McNairy County,11275,100
Tennessee,Macon County,9487,100
Tennessee,Madison County,42950,100
Tennessee,Marion County,13256,100
Tennessee,Marshall County,14878,100
Tennessee,Maury County,46657,100
Tennessee,Meigs County,5532,100
Tennessee,Monroe County,20797,100
Tennessee,Montgomery County,76758,100
Tennessee,Moore County,3539,100
Tennessee,Morgan County,8228,100
Tennessee,Obion County,13521,100
Tennessee,Overton County,10037,100
Tennessee,Perry County,3428,100
Tennessee,Pickett County,2931,100
Tennessee,Polk County,8360,100
Tennessee,Putnam County,33593,100
Tennessee,Rhea County,13637,100
Tennessee,Roane County,25917,100
Tennessee,Robertson County,33717,100
Tennessee,Rutherford County,143878,100
Tennessee,Scott County,9052,100
Tennessee,Sequatchie County,7252,100
Tennessee,Sevier County,43535,100
Tennessee,Shelby County,382055,100
Tennessee,Smith County,9051,100
Tennessee,Stewart County,6296,100
Tennessee,Sullivan County,74357,100
Tennessee,Sumner County,92630,100
Tennessee,Tipton County,27308,100
Tennessee,Trousdale County,3998,100
Tennessee,Unicoi County,8307,100
Tennessee,Union County,8123,100
Tennessee,Van Buren County,2921,100
Tennessee,Warren County,16009,100
Tennessee,Washington County,60203,100
Tennessee,Wayne County,6669,100
Tennessee,Weakley County,13735,100
Tennessee,White County,11895,100
Tennessee,Williamson County,139016,100
Tennessee,Wilson County,74330,100
Texas,Anderson County,19227,100
Texas,Andrews County,5863,100
Texas,Angelina County,34574,100
Texas,Aransas County,12290,100
Texas,Archer County,4796,100
Texas,Armstrong County,1112,100
Texas,Atascosa County,18118,100
Texas,Austin County,14554,100
Texas,Bailey County,1860,100
Texas,Bandera County,12715,100
Texas,Bastrop County,36665,100
Texas,Baylor County,1702,100
Texas,Bee County,9420,100
Texas,Bell County,127375,100
Texas,Bexar County,768952,100
Texas,Blanco County,7441,100
Texas,Borden County,416,100
Texas,Bosque County,9126,100
Texas,Bowie County,38261,100
Texas,Brazoria County,154984,100
Texas,Brazos County,85061,100
Texas,Brewster County,4822,100
Texas,Briscoe County,725,100
Texas,Brooks County,3375,74
Texas,Brown County,15969,100
Texas,Burleson County,8609,100
Texas,Burnet County,24717,100
Texas,Caldwell County,14973,100
Texas,Calhoun County,7856,100
Texas,Callahan County,6832,100
Texas,Cameron County,114174,100
Texas,Camp County,5060,100
Texas,Carson County,3122,100
Texas,Cass County,13927,100
Texas,Castro County,2083,100
Texas,Chambers County,21652,100
Texas,Cherokee County,19508,100
Texas,Childress County,2279,100
Texas,Clay County,5741,100
Texas,Cochran County,1000,100
Texas,Coke County,1779,100
Texas,Coleman County,4124,100
Texas,Collin County,492216,100
Texas,Collingsworth County,1218,100
Texas,Colorado County,9975,100
Texas,Comal County,88863,100
Texas,Comanche County,6086,100
Texas,Concho County,1268,100
Texas,Cooke County,18988,100
Texas,Coryell County,21293,95
Texas,Cottle County,662,100
Texas,Crane County,1503,100
Texas,Crockett County,1574,100
Texas,Crosby County,1953,100
Texas,Culberson County,864,100
Texas,Dallam County,1609,100
Texas,Dallas County,921638,100
Texas,Dawson County,3789,100
Texas,Deaf Smith County,4610,100
Texas,Delta County,2648,95
Texas,Denton County,417964,100
Texas,DeWitt County,8118,100
Texas,Dickens County,988,100
Texas,Dimmit County,3666,100
Texas,Donley County,1648,100
Texas,Duval County,5053,100
Texas,Eastland County,8292,100
Texas,Ector County,44581,100
Texas,Edwards County,1066,100
Texas,Ellis County,85493,100
Texas,El Paso County,267215,100
Texas,Erath County,16853,100
Texas,Falls County,6133,100
Texas,Fannin County,15004,100
Texas,Fayette County,12941,100
Texas,Fisher County,1826,100
Texas,Floyd County,2039,100
Texas,Foard County,551,100
Texas,Fort Bend County,357514,100
Texas,Franklin County,5009,100
Texas,Freestone County,8711,100
Texas,Frio County,5279,100
Texas,Gaines County,5995,100
Texas,Galveston County,155060,100
Texas,Garza County,1653,100
Texas,Gillespie County,15846,100
Texas,Glasscock County,653,100
Texas,Goliad County,3988,100
Texas,Gonzales County,7647,100
Texas,Gray County,7782,100
Texas,Grayson County,59439,100
Texas,Gregg County,47982,100
Texas,Grimes County,12413,100
Texas,Guadalupe County,77592,100
Texas,Hale County,9584,100
Texas,Hall County,1168,100
Texas,Hamilton County,4349,100
Texas,Hansford County,2047,100
Texas,Hardeman County,1580,100
Texas,Hardin County,27635,100
Texas,Harris County,1640818,100
Texas,Harrison County,29710,100
Texas,Hartley County,2078,100
Texas,Haskell County,2214,100
Texas,Hays County,109357,100
Texas,Hemphill County,1720,100
Texas,Henderson County,36310,100
Texas,Hidalgo County,220884,100
Texas,Hill County,14931,100
Texas,Hockley County,8095,100
Texas,Hood County,32541,100
Texas,Hopkins County,15939,100
Texas,Houston County,9437,100
Texas,Howard County,10240,100
Texas,Hudspeth County,1165,100
Texas,Hunt County,38574,100
Texas,Hutchinson County,8771,100
Texas,Irion County,889,100
Texas,Jack County,3782,100
Texas,Jackson County,6081,95
Texas,Jasper County,15608,100
Texas,Jeff Davis County,1305,100
Texas,Jefferson County,94739,100
Texas,Jim Hogg County,2036,100
Texas,Jim Wells County,13669,100
Texas,Johnson County,72005,100
Texas,Jones County,6741,100
Texas,Karnes County,5249,100
Texas,Kaufman County,56703,100
Texas,Kendall County,26438,100
Texas,Kenedy County,194,100
Texas,Kent County,462,100
Texas,Kerr County,27745,100
Texas,Kimble County,2292,100
Texas,King County,159,100
Texas,Kinney County,1603,100
Texas,Kleberg County,10944,100
Texas,Knox County,1456,100
Texas,Lamar County,21418,100
Texas,Lamb County,4408,100
Texas,Lampasas County,10399,100
Texas,La Salle County,2406,100
Texas,Lavaca County,10197,100
Texas,Lee County,8086,100
Texas,Leon County,8674,100
Texas,Liberty County,29334,100
Texas,Limestone County,9095,100
Texas,Lipscomb County,1353,100
Texas,Live Oak County,5054,100
Texas,Llano County,12660,100
Texas,Loving County,66,100
Texas,Lubbock County,120771,100
Texas,Lynn County,2293,100
Texas,McCulloch County,3436,100
Texas,McLennan County,97771,100
Texas,McMullen County,516,100
Texas,Madison County,5297,100
Texas,Marion County,4864,100
Texas,Martin County,2160,100
Texas,Mason County,2553,100
Texas,Matagorda County,14053,95
Texas,Maverick County,15346,100
Texas,Medina County,22644,100
Texas,Menard County,1028,100
Texas,Midland County,58856,100
Texas,Milam County,10576,100
Texas,Mills County,2505,100
Texas,Mitchell County,2579,100
Texas,Montague County,9814,100
Texas,Montgomery County,271451,100
Texas,Moore County,5508,100
Texas,Morris County,5587,100
Texas,Motley County,652,100
Texas,Nacogdoches County,26763,100
Texas,Navarro County,19121,100
Texas,Newton County,6094,100
Texas,Nolan County,5356,100
Texas,Nueces County,127314,100
Texas,Ochiltree County,3156,100
Texas,Oldham County,1009,100
Texas,Orange County,35994,100
Texas,Palo Pinto County,12485,100
Texas,Panola County,11451,100
Texas,Parker County,76128,100
Texas,Parmer County,2650,100
Texas,Pecos County,4668,100
Texas,Polk County,24181,100
Texas,Potter County,33321,100
Texas,Presidio County,2217,100
Texas,Rains County,6053,100
Texas,Randall County,64674,100
Texas,Reagan County,1124,100
Texas,Real County,1982,100
Texas,Red River County,5806,100
Texas,Reeves County,3687,100
Texas,Refugio County,3366,100
Texas,Roberts County,550,100
Texas,Robertson County,8099,100
Texas,Rockwall County,57704,100
Texas,Runnels County,4409,100
Texas,Rusk County,21368,100
Texas,Sabine County,5487,100
Texas,San Augustine County,4002,100
Texas,San Jacinto County,12638,100
Texas,San Patricio County,25888,100
Texas,San Saba County,2602,100
Texas,Schleicher County,1159,100
Texas,Scurry County,5869,100
Texas,Shackelford County,1628,100
Texas,Shelby County,10084,100
Texas,Sherman County,991,100
Texas,Smith County,100075,100
Texas,Somervell County,4947,100
Texas,Starr County,17525,100
Texas,Stephens County,3800,100
Texas,Sterling County,639,100
Texas,Stonewall County,736,100
Texas,Sutton County,1557,100
Texas,Swisher County,2355,100
Texas,Tarrant County,834697,100
Texas,Taylor County,55112,100
Texas,Terrell County,458,100
Texas,Terry County,3612,100
Texas,Throckmorton County,899,100
Texas,Titus County,10539,100
Texas,Tom Green County,45210,100
Texas,Travis County,610349,100
Texas,Trinity County,6938,100
Texas,Tyler County,9660,100
Texas,Upshur County,18887,100
Texas,Upton County,1368,100
Texas,Uvalde County,10226,95
Texas,Val Verde County,15272,100
Texas,Van Zandt County,25994,100
Texas,Victoria County,34188,100
Texas,Walker County,23612,100
Texas,Waller County,22734,100
Texas,Ward County,4060,100
Texas,Washington County,17418,100
Texas,Webb County,68397,100
Texas,Wharton County,16761,100
Texas,Wheeler County,2337,100
Texas,Wichita County,46030,100
Texas,Wilbarger County,4524,100
Texas,Willacy County,5549,100
Texas,Williamson County,289312,100
Texas,Wilson County,25013,100
Texas,Winkler County,2126,100
Texas,Wise County,32362,100
Texas,Wood County,22779,100
Texas,Yoakum County,2631,100
Texas,Young County,8239,100
Texas,Zapata County,3874,100
Texas,Zavala County,4379,100
Utah,Beaver County,3100,100
Utah,Box Elder County,27023,100
Utah,Cache County,57534,100
Utah,Carbon County,9369,100
Utah,Daggett County,619,100
Utah,Davis County,169814,100
Utah,Duchesne County,8524,100
Utah,Emery County,4865,100
Utah,Garfield County,2732,100
Utah,Grand County,5185,100
Utah,Iron County,24890,100
Utah,Juab County,5865,100
Utah,Kane County,4180,100
Utah,Millard County,6160,100
Utah,Morgan County,6512,100
Utah,Piute County,871,100
Utah,Rich County,1363,100
Utah,Salt Lake County,540966,100
Utah,San Juan County,6877,100
Utah,Sanpete County,12625,100
Utah,Sevier County,10362,100
Utah,Summit County,26086,100
Utah,Tooele County,31506,100
Utah,Uintah County,15303,100
Utah,Utah County,284286,100
Utah,Wasatch County,17579,100
Utah,Washington County,90457,100
Utah,Wayne County,1621,100
Utah,Weber County,111403,100
Vermont,Jamaica,581,100
Vermont,Jay,294,100
Vermont,Jericho,3662,100
Vermont,Johnson,1589,100
Vermont,Kirby,329,100
Vermont,Landgrove,135,100
Vermont,Leicester,542,100
Vermont,Lemington,50,100
Vermont,Lincoln,959,100
Vermont,Londonderry,1118,100
Vermont,Barnet,1095,100
Vermont,Lowell,487,100
Vermont,Ludlow,1237,100
Vermont,Lunenburg,633,100
Vermont,Lyndon,2440,100
Vermont,Maidstone,145,100
Vermont,Manchester,2785,100
Vermont,Marlboro,646,100
Vermont,Marshfield,964,100
Vermont,Mendon,780,100
Vermont,Middlebury,4331,100
Vermont,Barre,3807,100
Vermont,Middlesex,1243,100
Vermont,Middletown Springs,549,100
Vermont,Milton,6168,100
Vermont,Monkton,1403,100
Vermont,Montgomery,756,100
Vermont,Montpelier,5185,100
Vermont,Moretown,1188,100
Vermont,Morgan,401,100
Vermont,Morristown,3197,100
Vermont,Mount Holly,848,100
Vermont,Barre Town,4766,100
Vermont,Mount Tabor,117,100
Vermont,Newark,346,100
Vermont,Newbury,1228,95
Vermont,Newfane,1141,100
Vermont,New Haven,1172,100
Vermont,Newport,1842,100
Vermont,Newport Town,776,100
Vermont,Northfield,2465,100
Vermont,North Hero,705,100
Vermont,Norton,108,100
Vermont,Barton,1296,100
Vermont,Norwich,2570,100
Vermont,Orange,612,100
Vermont,Orwell,752,100
Vermont,Panton,420,100
Vermont,Pawlet,887,100
Vermont,Peacham,519,100
Vermont,Peru,300,100
Vermont,Pittsfield,332,100
Vermont,Pittsford,1737,100
Vermont,Plainfield,814,100
Vermont,Belvidere,176,100
Vermont,Plymouth,371,100
Vermont,Pomfret,679,100
Vermont,Poultney,1664,100
Vermont,Pownal,1778,100
Vermont,Proctor,955,100
Vermont,Putney,1515,100
Vermont,Randolph,2586,100
Vermont,Reading,445,100
Vermont,Readsboro,431,100
Vermont,Richford,942,100
Vermont,Bennington,7096,100
Vermont,Richmond,2941,100
Vermont,Ripton,369,100
Vermont,Rochester,732,100
Vermont,Rockingham,2519,100
Vermont,Roxbury,433,100
Vermont,Royalton,1486,100
Vermont,Rupert,437,100
Vermont,Rutland,8000,100
Vermont,Rutland Town,2486,100
Vermont,Ryegate,648,100
Vermont,Benson,583,100
Vermont,St. Albans,3057,100
Vermont,St. Albans Town,3794,100
Vermont,St. George,453,100
Vermont,St. Johnsbury,3377,100
Vermont,Salisbury,678,100
Vermont,Sandgate,253,100
Vermont,Searsburg,64,100
Vermont,Shaftsbury,2139,95
Vermont,Sharon,894,100
Vermont,Sheffield,374,100
Vermont,Berkshire,711,100
Vermont,Shelburne,5419,100
Vermont,Sheldon,1015,100
Vermont,Killington,836,100
Vermont,Shoreham,742,100
Vermont,Shrewsbury,690,100
Vermont,South Burlington,12670,100
Vermont,South Hero,1309,100
Vermont,Springfield,4516,100
Vermont,Stamford,539,100
Vermont,Stannard,114,100
Vermont,Berlin,1536,100
Vermont,Starksboro,1023,100
Vermont,Stockbridge,477,100
Vermont,Stowe,3406,100
Vermont,Strafford,800,100
Vermont,Stratton,190,100
Vermont,Sudbury,388,100
Vermont,Sunderland,652,100
Vermont,Sutton,539,100
Vermont,Swanton,3228,100
Vermont,Thetford,1910,100
Vermont,Bethel,1147,100
Vermont,Addison,870,100
Vermont,Tinmouth,341,100
Vermont,Topsham,646,100
Vermont,Townshend,769,100
Vermont,Troy,795,100
Vermont,Tunbridge,863,100
Vermont,Underhill,2224,100
Vermont,Vergennes,1481,100
Vermont,Vernon,1300,100
Vermont,Vershire,428,100
Vermont,Victory,55,100
Vermont,Bloomfield,130,100
Vermont,Waitsfield,1248,100
Vermont,Walden,586,100
Vermont,Wallingford,1298,100
Vermont,Waltham,326,100
Vermont,Wardsboro,492,100
Vermont,Warren,1264,100
Vermont,Washington,609,100
Vermont,Waterbury,3498,100
Vermont,Waterford,831,100
Vermont,Waterville,454,100
Vermont,Bolton,780,100
Vermont,Weathersfield,1792,100
Vermont,Wells,742,100
Vermont,West Fairlee,357,100
Vermont,Westfield,349,100
Vermont,Westford,1425,100
Vermont,West Haven,154,95
Vermont,Westminster,1789,100
Vermont,Westmore,240,100
Vermont,Weston,456,100
Vermont,West Rutland,1167,100
Vermont,Bradford,1494,100
Vermont,West Windsor,841,100
Vermont,Weybridge,612,100
Vermont,Wheelock,452,100
Vermont,Whiting,218,100
Vermont,Whitingham,775,100
Vermont,Williamstown,1862,100
Vermont,Williston,6873,100
Vermont,Wilmington,1156,100
Vermont,Windham,282,100
Vermont,Windsor,1890,100
Vermont,Braintree,717,100
Vermont,Winhall,674,100
Vermont,Winooski,3701,100
Vermont,Wolcott,923,100
Vermont,Woodbury,588,100
Vermont,Woodford,196,100
Vermont,Woodstock,2109,100
Vermont,Worcester,624,100
Vermont,Brandon,2184,100
Vermont,Brattleboro,6663,100
Vermont,Bridgewater,601,100
Vermont,Bridport,739,100
Vermont,Brighton,619,100
Vermont,Bristol,2245,100
Vermont,Albany,540,100
Vermont,Brookfield,852,100
Vermont,Brookline,329,100
Vermont,Brownington,490,100
Vermont,Brunswick,65,100
Vermont,Burke,924,100
Vermont,Burlington,22218,100
Vermont,Cabot,892,100
Vermont,Calais,1148,100
Vermont,Cambridge,2199,100
Vermont,Canaan,498,100
Vermont,Alburgh,1079,100
Vermont,Castleton,2161,100
Vermont,Cavendish,792,100
Vermont,Charleston,541,100
Vermont,Charlotte,2886,100
Vermont,Chelsea,730,100
Vermont,Chester,1772,100
Vermont,Chittenden,853,100
Vermont,Clarendon,1469,100
Vermont,Colchester,9594,100
Vermont,Concord,630,100
Vermont,Andover,365,100
Vermont,Corinth,830,100
Vermont,Cornwall,850,100
Vermont,Coventry,568,100
Vermont,Craftsbury,774,100
Vermont,Danby,755,100
Vermont,Danville,1469,100
Vermont,Derby,2515,100
Vermont,Dorset,1413,100
Vermont,Dover,950,100
Vermont,Dummerston,1357,100
Vermont,Arlington,1485,100
Vermont,Duxbury,914,100
Vermont,East Haven,140,100
Vermont,East Montpelier,1764,100
Vermont,Eden,634,100
Vermont,Elmore,607,100
Vermont,Enosburgh,1274,100
Vermont,Essex,13414,100
Vermont,Fairfax,2694,95
Vermont,Fairfield,1140,100
Vermont,Fair Haven,1308,100
Vermont,Athens,214,100
Vermont,Fairlee,629,100
Vermont,Fayston,971,100
Vermont,Ferrisburg,1830,100
Vermont,Fletcher,824,100
Vermont,Franklin,763,100
Vermont,Georgia,2917,100
Vermont,Glover,666,100
Vermont,Goshen,129,100
Vermont,Grafton,411,100
Vermont,Granby,43,100
Vermont,Bakersfield,696,100
Vermont,Grand Isle,1409,100
Vermont,Granville,169,100
Vermont,Greensboro,491,100
Vermont,Groton,549,100
Vermont,Guildhall,174,100
Vermont,Guilford,1354,100
Vermont,Halifax,492,100
Vermont,Hancock,171,100
Vermont,Hardwick,1577,100
Vermont,Hartford,6264,100
Vermont,Baltimore,143,100
Vermont,Hartland,2198,100
Vermont,Highgate,1726,100
Vermont,Hinesburg,3084,100
Vermont,Holland,358,100
Vermont,Hubbardton,427,100
Vermont,Huntington,1405,100
Vermont,Hyde Park,1731,100
Vermont,Ira,262,100
Vermont,Irasburg,638,95
Vermont,Isle La Motte,349,100
Vermont,Barnard,669,100
Virginia,Accomack County,23766,100
Virginia,Albemarle County,64657,100
Virginia,Alleghany County,8203,100
Virginia,Amelia County,7893,100
Virginia,Amherst County,17005,100
Virginia,Appomattox County,9268,100
Virginia,Arlington County,130699,100
Virginia,Augusta County,42278,100
Virginia,Bath County,2501,100
Virginia,Bedford County,48669,100
Virginia,Bland County,3479,100
Virginia,Botetourt County,21120,100
Virginia,Brunswick County,7948,100
Virginia,Buchanan County,9953,100
Virginia,Buckingham County,8126,100
Virginia,Campbell County,29892,100
Virginia,Caroline County,16288,100
Virginia,Carroll County,15651,100
Virginia,Charles City County,4441,100
Virginia,Charlotte County,6191,100
Virginia,Chesterfield County,203884,100
Virginia,Clarke County,9337,100
Virginia,Craig County,3169,100
Virginia,Culpeper County,27116,100
Virginia,Cumberland County,5310,100
Virginia,Dickenson County,7303,100
Virginia,Dinwiddie County,15092,100
Virginia,Essex County,6178,100
Virginia,Fairfax County,600823,100
Virginia,Fauquier County,42986,95
Virginia,Floyd County,9408,100
Virginia,Fluvanna County,15840,100
Virginia,Franklin County,29702,100
Virginia,Frederick County,48703,100
Virginia,Giles County,9176,100
Virginia,Gloucester County,22282,100
Virginia,Goochland County,16950,100
Virginia,Grayson County,8131,100
Virginia,Greene County,11311,100
Virginia,Greensville County,4574,100
Virginia,Halifax County,18248,100
Virginia,Hanover County,70967,100
Virginia,Henrico County,183152,100
Virginia,Henry County,26105,100
Virginia,Highland County,1533,100
Virginia,Isle of Wight County,23456,100
Virginia,James City County,49622,100
Virginia,King and Queen County,4253,95
Virginia,King George County,14224,100
Virginia,King William County,10736,100
